shamsi_year_month,y,yhat,yhat_lower,yhat_upper,service,category,yhat_diff,yhat_low_diff,yhat_high_diff,min_diff_label
(1404-09),0.0,-124.81142828275122,-244.9708515382337,-3.7495299003682248,تزریقات در منزل,پزشکی و پرستاری,124.81142828275122,244.9708515382337,3.7495299003682248,yhat_high_diff
(1404-10),0.0,-99.237792639752,-219.438571002934,20.620844312314272,تزریقات در منزل,پزشکی و پرستاری,99.237792639752,219.438571002934,20.620844312314272,yhat_high_diff
(1404-11),0.0,-56.63091651016676,-176.5987424292964,65.0610087839533,تزریقات در منزل,پزشکی و پرستاری,56.63091651016676,176.5987424292964,65.0610087839533,yhat_diff
(1404-12),0.0,-75.76914735049888,-184.86648230003044,32.802584886536444,تزریقات در منزل,پزشکی و پرستاری,75.76914735049888,184.86648230003044,32.802584886536444,yhat_high_diff
(1401-01),71.0,94.80915416088848,21.80025015954394,168.4667672435056,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,23.809154160888482,49.199749840456064,97.46676724350559,yhat_diff
(1401-02),123.0,112.87126094037968,26.445892994815623,197.38278468305427,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,10.128739059620315,96.55410700518438,74.38278468305427,yhat_diff
(1401-03),152.0,135.22401067761177,47.17412040321984,222.86732300178744,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,16.775989322388227,104.82587959678017,70.86732300178744,yhat_diff
(1401-04),159.0,177.09991012057787,89.46156200469542,264.6478729111004,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,18.099910120577874,69.53843799530458,105.64787291110042,yhat_diff
(1401-05),195.0,176.48210683743798,88.49044472803443,263.57589235553496,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,18.517893162562018,106.50955527196557,68.57589235553496,yhat_diff
(1401-06),122.0,120.6160906371922,34.746133908946064,205.43582389643169,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,1.383909362807799,87.25386609105394,83.43582389643169,yhat_diff
(1401-07),95.0,101.5163865192186,23.12255390826144,180.71109226446487,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,6.5163865192185995,71.87744609173856,85.71109226446487,yhat_diff
